,ET_W,ET_S,secTw,secTs,ETwTs,ET,secT,routing,EM,dist,k,l
315,221.3648685302362,60.0,49404.11470729309,5017.813253012048,13351.006982650026,281.3648685302362,80509.33893533084,Return,12,bin_50,1,100.0
316,240.96385542168676,60.0,58063.57961968356,5017.813253012048,14457.831325301206,300.96385542168673,91997.05552329801,Largest,12,bin_50,1,100.0
317,341.8467962410796,60.0,49367.82497003078,5017.813253012048,66755.03491325013,401.8467962410796,187895.7080495431,Sshaped,12,bin_50,1,100.0
318,221.26046382565568,60.0,49365.48845862,5037.979919678714,13351.529006172927,281.2604638256557,80491.92340037021,Return,12,bin_75,1,100.0
319,240.96385542168676,60.0,58063.57961968356,5037.979919678714,14457.831325301206,300.96385542168673,92017.22218996468,Largest,12,bin_75,1,100.0
320,341.7423915364991,60.0,49329.198721357694,5037.979919678714,66757.64503086465,401.7423915364991,187882.4687027657,Sshaped,12,bin_75,1,100.0
321,221.20798469310347,60.0,49346.12227223381,5048.063253012048,13351.79140183569,281.20798469310347,80483.1653386429,Return,12,bin_100,1,100.0
322,240.96385542168676,60.0,58063.57961968356,5048.063253012048,14457.831325301206,300.96385542168673,92027.30552329801,Largest,12,bin_100,1,100.0
323,341.6899124039469,60.0,49309.832534971494,5048.063253012048,66758.95700917846,401.6899124039469,187875.80980634046,Sshaped,12,bin_100,1,100.0
324,222.55688396216138,65.0,49901.07769017333,5151.506024096386,14549.866182598833,287.55688396216135,83489.5203181087,Return,13,poi,1,100.0
325,240.96385542168676,65.0,58063.57961968356,5151.506024096386,15662.65060240964,305.96385542168673,94540.38684859923,Largest,13,poi,1,100.0
326,343.0388116730048,65.0,49864.787952911036,5151.506024096386,72749.33091299418,408.0388116730048,200514.95580299577,Sshaped,13,poi,1,100.0
327,205.2470855973896,65.0,44291.19144509768,8751.506024096383,14636.41517442269,270.2470855973896,81652.73205668076,Return,13,geo,1,100.0
328,240.96385542168676,65.0,58063.57961968356,8751.506024096383,15662.65060240964,305.96385542168673,98140.38684859921,Largest,13,geo,1,100.0
329,325.72901330823316,65.0,44254.90170783541,8751.506024096383,73182.07587211356,390.72901330823316,199370.55947615893,Sshaped,13,geo,1,100.0
330,223.75215146299485,65.0,50358.05874098805,4851.506024096386,14543.889845094664,288.75215146299485,83634.54869391509,Return,13,det,1,100.0
331,240.96385542168676,65.0,58063.57961968356,4851.506024096386,15662.65060240964,305.96385542168673,94240.38684859923,Largest,13,det,1,100.0
332,344.23407917383815,65.0,50321.769003725756,4851.506024096386,72719.44922547333,409.23407917383815,200612.17347876882,Sshaped,13,det,1,100.0
333,219.26092319614304,65.0,48723.974147308385,5871.506024096386,14566.345986428923,284.26092319614304,83065.37638290394,Return,13,negbin_5,1,100.0
334,240.96385542168676,65.0,58063.57961968356,5871.506024096386,15662.65060240964,305.96385542168673,95260.38684859923,Largest,13,negbin_5,1,100.0
335,339.7428509069862,65.0,48687.68441004602,5871.506024096386,72831.72993214453,404.7428509069862,200222.65029843146,Sshaped,13,negbin_5,1,100.0
336,220.9722633718812,65.0,49321.851548423656,5511.506024096386,14557.789285550234,285.97226337188124,83286.14038226183,Return,13,negbin_10,1,100.0
337,240.96385542168676,65.0,58063.57961968356,5511.506024096386,15662.65060240964,305.96385542168673,94900.38684859923,Largest,13,negbin_10,1,100.0
338,341.45419108272426,65.0,49285.561811161286,5511.506024096386,72788.94642775107,406.45419108272426,200374.96069075982,Sshaped,13,negbin_10,1,100.0
339,221.51694641407298,65.0,49517.7918973938,5391.506024096384,14555.065870339275,286.516946414073,83356.63390081003,Return,13,negbin_15,1,100.0
340,240.96385542168676,65.0,58063.57961968356,5391.506024096384,15662.65060240964,305.96385542168673,94780.38684859923,Largest,13,negbin_15,1,100.0
341,341.99887412491637,65.0,49481.5021601315,5391.506024096384,72775.32935169636,406.99887412491637,200423.6668876206,Sshaped,13,negbin_15,1,100.0
342,222.85471600719487,65.0,50013.26014607752,5754.506024096386,14548.377022373665,287.85471600719484,84201.72445356255,Return,13,bin_50,1,100.0
343,240.96385542168676,65.0,58063.57961968356,5754.506024096386,15662.65060240964,305.96385542168673,95143.38684859923,Largest,13,bin_50,1,100.0
344,343.33664371803826,65.0,49976.97040881521,5754.506024096386,72741.88511186832,408.33664371803826,201215.24665664823,Sshaped,13,bin_50,1,100.0
345,222.75619671940566,65.0,49976.028269447634,5778.506024096386,14548.86961881261,287.7561967194057,84189.47776981056,Return,13,bin_75,1,100.0
346,240.96385542168676,65.0,58063.57961968356,5778.506024096386,15662.65060240964,305.96385542168673,95167.38684859923,Largest,13,bin_75,1,100.0
347,343.23812443024906,65.0,49939.738532185314,5778.506024096386,72744.34809406305,408.23812443024906,201206.94074440782,Sshaped,13,bin_75,1,100.0
348,222.70665173171662,65.0,49957.35066363516,5790.506024096386,14549.117343751057,287.70665173171665,84183.29561387497,Return,13,bin_100,1,100.0
349,240.96385542168676,65.0,58063.57961968356,5790.506024096386,15662.65060240964,305.96385542168673,95179.38684859923,Largest,13,bin_100,1,100.0
350,343.18857944256,65.0,49921.06092637284,5790.506024096386,72745.58671875528,408.18857944256,201202.74038797978,Sshaped,13,bin_100,1,100.0
351,223.85399264229073,70.0,50435.5828003974,5899.698795180723,15748.19991630662,293.85399264229073,87120.69289574835,Return,14,poi,1,100.0
352,240.96385542168676,70.0,58063.57961968356,5899.698795180723,16867.469879518074,310.96385542168673,97698.21817390043,Largest,14,poi,1,100.0
353,344.33592035313416,70.0,50399.293063135105,5899.698795180723,78740.9995815331,414.33592035313416,213780.99102138204,Sshaped,14,poi,1,100.0
354,206.81998629127597,70.0,44845.6621237704,10124.698795180724,15833.369948061696,276.819986291276,85926.1122826315,Return,14,geo,1,100.0
355,240.96385542168676,70.0,58063.57961968356,10124.698795180724,16867.469879518074,310.96385542168673,101923.21817390043,Largest,14,geo,1,100.0
356,327.3019140021194,70.0,44809.37238650813,10124.698795180724,79166.84974030853,397.3019140021194,213267.77066230593,Sshaped,14,geo,1,100.0
357,224.8995983935743,70.0,50841.92190448542,5574.698795180723,15742.9718875502,294.8995983935743,87191.57594232351,Return,14,det,1,100.0
358,240.96385542168676,70.0,58063.57961968356,5574.698795180723,16867.469879518074,310.96385542168673,97373.21817390043,Largest,14,det,1,100.0
359,345.38152610441773,70.0,50805.63216722313,5574.698795180723,78714.859437751,415.38152610441773,213810.04983790586,Sshaped,14,det,1,100.0
360,220.70104836355023,70.0,49288.780885851906,6744.698795180723,15763.964637700323,290.7010483635502,86850.42042399026,Return,14,negbin_5,1,100.0
361,240.96385542168676,70.0,58063.57961968356,6744.698795180723,16867.469879518074,310.96385542168673,98543.21817390043,Largest,14,negbin_5,1,100.0
362,341.18297607439365,70.0,49252.491148589615,6744.698795180723,78819.82318850158,411.18297607439365,213636.83632077352,Sshaped,14,negbin_5,1,100.0
363,222.3464331486615,70.0,49874.06700207914,6322.198795180725,15755.737713774763,292.3464331486615,86996.75269236637,Return,14,negbin_10,1,100.0
364,240.96385542168676,70.0,58063.57961968356,6322.198795180725,16867.469879518074,310.96385542168673,98120.71817390043,Largest,14,negbin_10,1,100.0
365,342.82836085950544,70.0,49837.77726481697,6322.198795180725,78778.68856887403,412.82836085950544,213717.35319774575,Sshaped,14,negbin_10,1,100.0
366,222.86636097875288,70.0,50064.657300965,6181.36546184739,15753.138074624309,292.8663609787529,87041.310379618,Return,14,negbin_15,1,100.0
367,240.96385542168676,70.0,58063.57961968356,6181.36546184739,16867.469879518074,310.96385542168673,97979.8848405671,Largest,14,negbin_15,1,100.0
368,343.34828868959625,70.0,50028.36756370271,6181.36546184739,78765.69037312156,413.34828868959625,213741.1137717932,Sshaped,14,negbin_15,1,100.0
369,224.13571908116637,70.0,50543.669044367256,6540.198795180723,15746.79128411224,294.13571908116637,87866.46187532942,Return,14,bin_50,1,100.0
370,240.96385542168676,70.0,58063.57961968356,6540.198795180723,16867.469879518074,310.96385542168673,98338.71817390043,Largest,14,bin_50,1,100.0
371,344.61764679200974,70.0,50507.37930710495,6540.198795180723,78733.95642056121,414.61764679200974,214515.4909434081,Sshaped,14,bin_50,1,100.0
372,224.04257797122574,70.0,50507.82033112929,6568.36546184739,15747.256989661942,294.04257797122574,87859.71123985754,Return,14,bin_75,1,100.0
373,240.96385542168676,70.0,58063.57961968356,6568.36546184739,16867.469879518074,310.96385542168673,98366.8848405671,Largest,14,bin_75,1,100.0
374,344.52450568206916,70.0,50471.53059386698,6568.36546184739,78736.28494830971,414.52450568206916,214512.4659523338,Sshaped,14,bin_75,1,100.0
375,223.9957189953516,70.0,50489.827767201175,6582.448795180723,15747.491284541315,293.9957189953516,87856.27059902149,Return,14,bin_100,1,100.0
376,240.96385542168676,70.0,58063.57961968356,6582.448795180723,16867.469879518074,310.96385542168673,98380.96817390043,Largest,14,bin_100,1,100.0
377,344.477646706195,70.0,50453.538029938885,6582.448795180723,78737.45642270657,414.477646706195,214510.89967053276,Sshaped,14,bin_100,1,100.0
378,224.9815578663281,75.0,50905.40256482987,6697.891566265061,16947.381367294867,299.9815578663281,90738.87556215731,Return,15,poi,1,100.0
379,240.96385542168676,75.0,58063.57961968356,6697.891566265061,18072.289156626506,315.96385542168673,100906.04949920163,Largest,15,poi,1,100.0
380,345.46348557717147,75.0,50869.112827567566,6697.891566265061,84736.90683647434,420.46348557717147,227040.81806678133,Sshaped,15,poi,1,100.0
381,208.23610398754224,75.0,45348.25683366447,11597.89156626506,17031.108636688794,283.23610398754226,90249.18436977976,Return,15,geo,1,100.0
382,240.96385542168676,75.0,58063.57961968356,11597.89156626506,18072.289156626506,315.96385542168673,105806.04949920162,Largest,15,geo,1,100.0
383,328.7180316983857,75.0,45311.96709640216,11597.89156626506,85155.54318344401,403.7180316983857,227220.94502955524,Sshaped,15,geo,1,100.0
384,225.90361445783134,75.0,51268.85998992427,6347.891566265061,16942.77108433735,300.90361445783134,90743.11242133667,Return,15,det,1,100.0
385,240.96385542168676,75.0,58063.57961968356,6347.891566265061,18072.289156626506,315.96385542168673,100556.04949920163,Largest,15,det,1,100.0
386,346.38554216867476,75.0,51232.57025266196,6347.891566265061,84713.85542168676,421.38554216867476,227008.17266230055,Sshaped,15,det,1,100.0
387,221.96381384994712,75.0,49789.75408358394,7677.891566265062,16962.47008737677,296.9638138499471,90633.40452107518,Return,15,negbin_5,1,100.0
388,240.96385542168676,75.0,58063.57961968356,7677.891566265062,18072.289156626506,315.96385542168673,101886.04949920162,Largest,15,negbin_5,1,100.0
389,342.4457415607908,75.0,49753.46434632169,7677.891566265062,84812.35043688398,417.4457415607908,227056.05678635472,Sshaped,15,negbin_5,1,100.0
390,223.54569900536885,75.0,50361.64931153841,7187.891566265057,16954.560661599662,298.5456990053689,90699.48089747543,Return,15,negbin_10,1,100.0
391,240.96385542168676,75.0,58063.57961968356,7187.891566265057,18072.289156626506,315.96385542168673,101396.04949920162,Largest,15,negbin_10,1,100.0
392,344.027626716212,75.0,50325.35957427605,7187.891566265057,84772.80330799821,419.027626716212,227058.85775653753,Sshaped,15,negbin_10,1,100.0
393,224.0423275715472,75.0,50546.773499179915,7024.558232931726,16952.077518768772,299.04232757154716,90716.30546612182,Return,15,negbin_15,1,100.0
394,240.96385542168676,75.0,58063.57961968356,7024.558232931726,18072.289156626506,315.96385542168673,101232.7161658683,Largest,15,negbin_15,1,100.0
395,344.52425528239064,75.0,50510.48376191761,7024.558232931726,84760.38759384384,419.52425528239064,227055.81718253702,Sshaped,15,negbin_15,1,100.0
396,225.24857946175226,75.0,51009.49628386493,7374.891566265063,16946.046259317747,300.24857946175223,91517.29906523813,Return,15,bin_50,1,100.0
397,240.96385542168676,75.0,58063.57961968356,7374.891566265063,18072.289156626506,315.96385542168673,101583.04949920163,Largest,15,bin_50,1,100.0
398,345.73050717259565,75.0,50973.20654660264,7374.891566265063,84730.23129658875,420.73050717259565,227808.56070604522,Sshaped,15,bin_50,1,100.0
399,225.16033962461842,75.0,50974.99172360627,7407.558232931727,16946.487458503416,300.1603396246184,91516.34357001746,Return,15,bin_75,1,100.0
400,240.96385542168676,75.0,58063.57961968356,7407.558232931727,18072.289156626506,315.96385542168673,101615.7161658683,Largest,15,bin_75,1,100.0
401,345.64226733546184,75.0,50938.701986343935,7407.558232931727,84732.43729251708,420.64226733546184,227811.1348043098,Sshaped,15,bin_75,1,100.0
402,225.11593184527388,75.0,50957.66636343763,7423.8915662650625,16946.70949740014,300.11593184527385,91515.79562097561,Return,15,bin_100,1,100.0
403,240.96385542168676,75.0,58063.57961968356,7423.8915662650625,18072.289156626506,315.96385542168673,101632.04949920163,Largest,15,bin_100,1,100.0
404,345.5978595561172,75.0,50921.37662617535,7423.8915662650625,84733.5474870007,420.5978595561172,227812.36316644182,Sshaped,15,bin_100,1,100.0
405,225.9705485345089,80.0,51321.484083136034,7546.084337349397,18147.255691062393,305.9705485345089,94354.70572799852,Return,16,poi,1,100.0
406,240.96385542168676,80.0,58063.57961968356,7546.084337349397,19277.108433734942,320.96385542168673,104163.88082450285,Largest,16,poi,1,100.0
407,346.4524762453523,80.0,51285.19434587372,7546.084337349397,90736.27845531199,426.4524762453523,240303.8355938471,Sshaped,16,poi,1,100.0
408,209.51922939133976,80.0,45806.46891438494,13171.084337349397,18229.51228677824,289.51922939133976,94629.20375067912,Return,16,geo,1,100.0
409,240.96385542168676,80.0,58063.57961968356,13171.084337349397,19277.108433734942,320.96385542168673,109788.88082450285,Largest,16,geo,1,100.0
410,330.0011571021832,80.0,45770.17917712263,13171.084337349397,91147.56143389121,410.0011571021832,241236.38638225445,Sshaped,16,geo,1,100.0
411,226.78951098511695,80.0,51648.360510314356,7171.084337349397,18143.160878809358,306.789510985117,94298.39253067077,Return,16,det,1,100.0
412,240.96385542168676,80.0,58063.57961968356,7171.084337349397,19277.108433734942,320.96385542168673,103788.88082450285,Largest,16,det,1,100.0
413,347.27143869596034,80.0,51612.07077305205,7171.084337349397,90715.8043940468,427.27143869596034,240214.76389849506,Sshaped,16,det,1,100.0
414,223.07981927710844,80.0,50237.09295011371,8671.084337349397,18161.7093373494,303.0798192771084,94424.2218875502,Return,16,negbin_5,1,100.0
415,240.96385542168676,80.0,58063.57961968356,8671.084337349397,19277.108433734942,320.96385542168673,105288.88082450285,Largest,16,negbin_5,1,100.0
416,343.56174698795184,80.0,50200.80321285139,8671.084337349397,90808.546686747,423.56174698795184,240488.9809236948,Sshaped,16,negbin_5,1,100.0
417,224.6011373493976,80.0,50795.21003117462,8108.584337349397,18154.102746987952,304.6011373493976,94404.62578788822,Return,16,negbin_10,1,100.0
418,240.96385542168676,80.0,58063.57961968356,8108.584337349397,19277.108433734942,320.96385542168673,104726.38082450285,Largest,16,negbin_10,1,100.0
419,345.083065060241,80.0,50758.92029391232,8108.584337349397,90770.51373493977,425.083065060241,240408.53210114126,Sshaped,16,negbin_10,1,100.0
420,225.0759670722726,80.0,50974.87730778803,7921.084337349397,18151.72859837358,305.0759670722726,94392.04476727289,Return,16,negbin_15,1,100.0
421,240.96385542168676,80.0,58063.57961968356,7921.084337349397,19277.108433734942,320.96385542168673,104538.88082450285,Largest,16,negbin_15,1,100.0
422,345.557894783116,80.0,50938.58757052573,7921.084337349397,90758.6429918679,425.557894783116,240376.95789161095,Sshaped,16,negbin_15,1,100.0
423,226.22415250866467,80.0,51421.73731652894,8258.584337349397,18145.987671191615,306.2241525086647,95164.92292164988,Return,16,bin_50,1,100.0
424,240.96385542168676,80.0,58063.57961968356,8258.584337349397,19277.108433734942,320.96385542168673,104876.38082450285,Largest,16,bin_50,1,100.0
425,346.70608021950807,80.0,51385.44757926662,8258.584337349397,90729.93835595809,426.70608021950807,241103.9086285322,Sshaped,16,bin_50,1,100.0
426,226.14037829255287,80.0,51388.52267745641,8296.084337349397,18146.406542272176,306.1403782925529,95170.04602473846,Return,16,bin_75,1,100.0
427,240.96385542168676,80.0,58063.57961968356,8296.084337349397,19277.108433734942,320.96385542168673,104913.88082450285,Largest,16,bin_75,1,100.0
428,346.62230600339626,80.0,51352.23294019408,8296.084337349397,90732.0327113609,426.62230600339626,241112.38270026527,Sshaped,16,bin_75,1,100.0
429,226.0982062585922,80.0,51371.83873053573,8314.834337349397,18146.61740244198,306.0982062585922,95172.5337981574,Return,16,bin_100,1,100.0
430,240.96385542168676,80.0,58063.57961968356,8314.834337349397,19277.108433734942,320.96385542168673,104932.63082450285,Largest,16,bin_100,1,100.0
431,346.5801339694356,80.0,51335.54899327343,8314.834337349397,90733.08701220993,426.5801339694356,241116.5573550427,Sshaped,16,bin_100,1,100.0
432,226.84487941214687,85.0,51692.462627951674,8444.277108433735,19347.703313782644,311.84487941214684,97976.57951825467,Return,17,poi,1,100.0
433,240.96385542168676,85.0,58063.57961968356,8444.277108433735,20481.927710843374,325.96385542168673,107471.71214980404,Largest,17,poi,1,100.0
434,347.3268071229903,85.0,51656.17289068937,8444.277108433735,96738.51656891321,432.3268071229903,253577.48313694954,Sshaped,17,poi,1,100.0
435,210.68841599307635,85.0,46226.359038405695,14844.277108433735,19428.485630877993,295.6884159930763,99072.04056289938,Return,17,geo,1,100.0
436,240.96385542168676,85.0,58063.57961968356,14844.277108433735,20481.927710843374,325.96385542168673,113871.71214980404,Largest,17,geo,1,100.0
437,331.1703437039197,85.0,46190.069301143376,14844.277108433735,97142.42815438993,416.1703437039197,255319.20271835697,Sshaped,17,geo,1,100.0
438,227.5769745649264,85.0,51987.91360750549,8044.277108433735,19344.042838018744,312.5769745649264,97864.70954628069,Return,17,det,1,100.0
439,240.96385542168676,85.0,58063.57961968356,8044.277108433735,20481.927710843374,325.96385542168673,107071.71214980404,Largest,17,det,1,100.0
440,348.0589022757698,85.0,51951.62387024317,8044.277108433735,96720.21419009371,433.0589022757698,253436.32935886434,Sshaped,17,det,1,100.0
441,224.07305498855374,85.0,50638.940758800585,9724.277108433735,19361.562435900607,309.07305498855374,98230.77589333951,Return,17,negbin_5,1,100.0
442,240.96385542168676,85.0,58063.57961968356,9724.277108433735,20481.927710843374,325.96385542168673,108751.71214980404,Largest,17,negbin_5,1,100.0
443,344.5549826993969,85.0,50602.651021538215,9724.277108433735,96807.81217950289,429.5549826993969,253942.55248897773,Sshaped,17,negbin_5,1,100.0
444,225.53694090799036,85.0,51183.17830916334,9084.277108433735,19354.243006303423,310.53694090799036,98120.3745845079,Return,17,negbin_10,1,100.0
445,240.96385542168676,85.0,58063.57961968356,9084.277108433735,20481.927710843374,325.96385542168673,108111.71214980404,Largest,17,negbin_10,1,100.0
446,346.0188686188343,85.0,51146.88857190116,9084.277108433735,96771.21503151735,431.0188686188343,253773.5957433696,Sshaped,17,negbin_10,1,100.0
447,225.99144207198975,85.0,51357.47928755809,8870.943775100402,19351.970500483425,310.99144207198975,98076.79721792931,Return,17,negbin_15,1,100.0
448,240.96385542168676,85.0,58063.57961968356,8870.943775100402,20481.927710843374,325.96385542168673,107898.37881647071,Largest,17,negbin_15,1,100.0
449,346.4733697828332,85.0,51321.1895502958,8870.943775100402,96759.85250241714,431.4733697828332,253711.83833023047,Sshaped,17,negbin_15,1,100.0
450,227.08622953178678,85.0,51789.052006087084,9191.277108433735,19346.496563184442,312.0862295317868,98817.75539519367,Return,17,bin_50,1,100.0
451,240.96385542168676,85.0,58063.57961968356,9191.277108433735,20481.927710843374,325.96385542168673,108218.71214980404,Largest,17,bin_50,1,100.0
452,347.56815724263015,85.0,51752.76226882479,9191.277108433735,96732.48281592221,432.56815724263015,254409.00500910293,Sshaped,17,bin_50,1,100.0
453,227.00652875516315,85.0,51757.06559961783,9233.9437751004,19346.89506706756,312.0065287551631,98829.23266315731,Return,17,bin_75,1,100.0
454,240.96385542168676,85.0,58063.57961968356,9233.9437751004,20481.927710843374,325.96385542168673,108261.37881647071,Largest,17,bin_75,1,100.0
455,347.4884564660066,85.0,51720.775862355506,9233.9437751004,96734.47533533777,432.4884564660066,254423.67030813146,Sshaped,17,bin_75,1,100.0
456,226.96639789821316,85.0,51740.99326669406,9255.277108433735,19347.09572135231,311.96639789821313,98834.89497213639,Return,17,bin_100,1,100.0
457,240.96385542168676,85.0,58063.57961968356,9255.277108433735,20481.927710843374,325.96385542168673,108282.71214980404,Largest,17,bin_100,1,100.0
458,347.4483256090566,85.0,51704.70352943177,9255.277108433735,96735.47860676155,432.4483256090566,254430.9378513886,Sshaped,17,bin_100,1,100.0
459,227.6232959174558,90.0,52025.234731482364,9392.469879518072,20548.63050836453,317.62329591745583,101611.20601094913,Return,18,poi,1,100.0
460,240.96385542168676,90.0,58063.57961968356,9392.469879518072,21686.746987951807,330.96385542168673,110829.54347510525,Largest,18,poi,1,100.0
461,348.1052236282992,90.0,51988.94499422006,9392.469879518072,102743.15254182265,438.1052236282992,266867.71995738347,Sshaped,18,poi,1,100.0
462,211.75912649174055,90.0,46612.890107387,16617.469879518074,20627.951355493104,301.7591264917405,103582.50308111093,Return,18,geo,1,100.0
463,240.96385542168676,90.0,58063.57961968356,16617.469879518074,21686.746987951807,330.96385542168673,118054.54347510525,Largest,18,geo,1,100.0
464,332.24105420258377,90.0,46576.60037012468,16617.469879518074,103139.75677746545,422.24105420258377,269473.58380457363,Sshaped,18,geo,1,100.0
465,228.28154724159796,90.0,52293.511394977504,8967.469879518072,20545.33925174382,318.281547241598,101447.90016120285,Return,18,det,1,100.0
466,240.96385542168676,90.0,58063.57961968356,8967.469879518072,21686.746987951807,330.96385542168673,110404.54347510525,Largest,18,det,1,100.0
467,348.76347495244136,90.0,52257.22165771519,8967.469879518072,102726.69625871912,438.76347495244136,266678.0840546715,Sshaped,18,det,1,100.0
468,224.96258512638082,90.0,51001.87666927794,10837.469879518072,20561.934062319902,314.9625851263808,102059.45505665547,Return,18,negbin_5,1,100.0
469,240.96385542168676,90.0,58063.57961968356,10837.469879518072,21686.746987951807,330.96385542168673,112274.54347510525,Largest,18,negbin_5,1,100.0
470,345.444512837224,90.0,50965.58693201559,10837.469879518072,102809.67031159943,435.444512837224,267422.3974347325,Sshaped,18,negbin_5,1,100.0
471,226.3722084756371,90.0,51532.33014815701,10114.969879518076,20554.885945573624,316.3722084756371,101853.31230204197,Return,18,negbin_10,1,100.0
472,240.96385542168676,90.0,58063.57961968356,10114.969879518076,21686.746987951807,330.96385542168673,111552.04347510525,Largest,18,negbin_10,1,100.0
473,346.85413618648056,90.0,51496.04041089468,10114.969879518076,102774.42972786813,436.85413618648056,267159.86974614905,Sshaped,18,negbin_10,1,100.0
474,226.80778155412168,90.0,51701.40702809839,9874.136546184738,20552.7080801812,316.8077815541217,101777.20011786516,Return,18,negbin_15,1,100.0
475,240.96385542168676,90.0,58063.57961968356,9874.136546184738,21686.746987951807,330.96385542168673,111311.21014177191,Largest,18,negbin_15,1,100.0
476,347.28970926496504,90.0,51665.11729083609,9874.136546184738,102763.54040090599,437.28970926496504,267066.3346388328,Sshaped,18,negbin_15,1,100.0
477,227.85343569363232,90.0,52118.346781476714,10172.969879518072,20547.479809483648,317.8534356936323,102482.51666318173,Return,18,bin_50,1,100.0
478,240.96385542168676,90.0,58063.57961968356,10172.969879518072,21686.746987951807,330.96385542168673,111610.04347510525,Largest,18,bin_50,1,100.0
479,348.33536340447574,90.0,52082.05704421442,10172.969879518072,102737.39904741825,438.33536340447574,267729.825018569,Sshaped,18,bin_50,1,100.0
480,227.77745783205654,90.0,52087.524216663696,10221.136546184738,20547.859698791526,317.77745783205654,102500.62054365111,Return,18,bin_75,1,100.0
481,240.96385542168676,90.0,58063.57961968356,10221.136546184738,21686.746987951807,330.96385542168673,111658.21014177191,Largest,18,bin_75,1,100.0
482,348.25938554289996,90.0,52051.234479401384,10221.136546184738,102739.29849395763,438.25938554289996,267750.9680135014,Sshaped,18,bin_75,1,100.0
483,227.73919383841215,90.0,52072.03212263706,10245.219879518072,20548.051018759747,317.7391938384121,102509.59442289427,Return,18,bin_100,1,100.0
484,240.96385542168676,90.0,58063.57961968356,10245.219879518072,21686.746987951807,330.96385542168673,111682.29347510525,Largest,18,bin_100,1,100.0
485,348.22112154925554,90.0,52035.74238537477,10245.219879518072,102740.25509379875,438.22112154925554,267761.47245249036,Sshaped,18,bin_100,1,100.0
486,228.32069015675293,95.0,52325.37069853036,10390.66265060241,21749.962814276478,323.3206901567529,105264.00658982102,Return,19,poi,1,100.0
487,240.96385542168676,95.0,58063.57961968356,10390.66265060241,22891.566265060243,335.96385542168673,114237.37480040645,Largest,19,poi,1,100.0
488,348.8026178675963,95.0,52289.080961268046,10390.66265060241,108749.8140713824,443.8026178675963,280179.37175463524,Sshaped,19,poi,1,100.0
489,212.74405726300571,95.0,46970.17090168224,18490.662650602415,21827.845978745212,307.74405726300574,108164.57312191038,Return,19,geo,1,100.0
490,240.96385542168676,95.0,58063.57961968356,18490.662650602415,22891.566265060243,335.96385542168673,122337.37480040645,Largest,19,geo,1,100.0
491,333.2259849738494,95.0,46933.88116442,18490.662650602415,109139.22989372633,428.2259849738494,283703.00360247504,Sshaped,19,geo,1,100.0
492,228.9156626506024,95.0,52570.004631261705,9940.66265060241,21746.98795180723,323.91566265060237,105052.69079761386,Return,19,det,1,100.0
493,240.96385542168676,95.0,58063.57961968356,9940.66265060241,22891.566265060243,335.96385542168673,113787.37480040645,Largest,19,det,1,100.0
494,349.39759036144574,95.0,52533.71489399938,9940.66265060241,108734.93975903618,444.39759036144574,279944.25706267415,Sshaped,19,det,1,100.0
495,225.76374372314606,95.0,51331.27311898652,12010.66265060241,21762.74754644451,320.76374372314604,105915.47847461325,Return,19,negbin_5,1,100.0
496,240.96385542168676,95.0,58063.57961968356,12010.66265060241,22891.566265060243,335.96385542168673,115857.37480040645,Largest,19,negbin_5,1,100.0
497,346.24567143398974,95.0,51294.983381724276,12010.66265060241,108813.73773222271,441.24567143398974,280933.1214967721,Sshaped,19,negbin_5,1,100.0
498,227.1222082890076,95.0,51848.1718438962,11200.662650602406,21755.955223615205,322.12220828900763,105608.7925538643,Return,19,negbin_10,1,100.0
499,240.96385542168676,95.0,58063.57961968356,11200.662650602406,22891.566265060243,335.96385542168673,115047.37480040645,Largest,19,negbin_10,1,100.0
500,347.60413599985077,95.0,51811.88210663383,11200.662650602406,108779.77611807582,442.60413599985077,280572.0969933879,Sshaped,19,negbin_10,1,100.0
501,227.5401649092512,95.0,52012.19809968449,10930.66265060241,21753.865440513986,322.5401649092512,105498.63924345015,Return,19,negbin_15,1,100.0
502,240.96385542168676,95.0,58063.57961968356,10930.66265060241,22891.566265060243,335.96385542168673,114777.37480040645,Largest,19,negbin_15,1,100.0
503,348.0220926200942,95.0,51975.90836242208,10930.66265060241,108769.32720256975,443.0220926200942,280445.225418164,Sshaped,19,negbin_15,1,100.0
504,228.5405517942928,95.0,52415.192870405415,11203.66265060241,21748.86350608878,323.5405517942928,106164.63014532067,Return,19,bin_50,1,100.0
505,240.96385542168676,95.0,58063.57961968356,11203.66265060241,22891.566265060243,335.96385542168673,115050.37480040645,Largest,19,bin_50,1,100.0
506,349.0224795051362,95.0,52378.903133143125,11203.66265060241,108744.31753044392,444.0224795051362,281071.2008446334,Sshaped,19,bin_50,1,100.0
507,228.4679844916057,95.0,52385.46992310888,11257.66265060241,21749.22634260221,323.4679844916057,106189.632871051,Return,19,bin_75,1,100.0
508,240.96385542168676,95.0,58063.57961968356,11257.66265060241,22891.566265060243,335.96385542168673,115104.37480040645,Largest,19,bin_75,1,100.0
509,348.94991220244907,95.0,52349.18018584657,11257.66265060241,108746.13171301107,443.94991220244907,281099.1062624711,Sshaped,19,bin_75,1,100.0
510,228.4314317447835,95.0,52370.52659842787,11284.66265060241,21749.409106336323,323.4314317447835,106202.05507383822,Return,19,bin_100,1,100.0
511,240.96385542168676,95.0,58063.57961968356,11284.66265060241,22891.566265060243,335.96385542168673,115131.37480040645,Largest,19,bin_100,1,100.0
